1 8e-09
1001 0.000117782
2001 0.000180804
3001 0.00032372
4001 0.000272191
5001 0.000458687
6001 0.000484786
7001 0.000492294
8001 0.000585444
9001 0.000691731
10001  0.000847
11001  0.000937
12001  0.001077
13001  0.001024
14001  0.001126
15001  0.001303
16001  0.001378
17001  0.001509
18001  0.00162
19001  0.00175
20001  0.001861
21001  0.002024
22001  0.002139
23001  0.002275
24001  0.002409
25001  0.002561
26001  0.002267
27001  0.002376
28001  0.002486
29001  0.002603
30001  0.002703
31001  0.002832
32001  0.002983
33001  0.003077
34001  0.0032
35001  0.003355
36001  0.003456
37001  0.003586
38001  0.003725
39001  0.003847
40001  0.003976
41001  0.014877
42001  0.013176
43001  0.011603
44001  0.010555
45001  0.009757
46001  0.009334
47001  0.009647
48001  0.009933
49001  0.009567
50001  0.009271
51001  0.008638
52001  0.007958
53001  0.00799
54001  0.008175
55001  0.008353
56001  0.008556
57001  0.008265
58001  0.008462
59001  0.008641
60001  0.008832
61001  0.020385
62001  0.016675
63001  0.014363
64001  0.012897
65001  0.012411
66001  0.011817
67001  0.011416
68001  0.011613
69001  0.014226
70001  0.011442
71001  0.011119
72001  0.011219
73001  0.010894
74001  0.010548
75001  0.010724
76001  0.010926
77001  0.010586
78001  0.027058
79001  0.021004
80001  0.018074
81001  0.016033
82001  0.014884
83001  0.014791
84001  0.011665
85001  0.010862
86001  0.009963
87001  0.009319
88001  0.00952
89001  0.02573
90001  0.026777
91001  0.021937
92001  0.019154
93001  0.017265
94001  0.016165
95001  0.033563
96001  0.034782
97001  0.032828
98001  0.022736
99001  0.019779
