99001  0.020289
1 1.1e-08
1001 0.000117681
2001 0.000209852
3001 0.000239815
4001 0.00033029
5001 0.000382458
6001 0.00057324
7001 0.000566194
8001 0.000662284
9001 0.000752119
10001  0.002117
11001  0.001024
12001  0.002709
13001  0.00159
14001  0.002611
15001  0.002461
16001  0.002675
17001  0.002729
18001  0.003334
19001  0.002865
20001  0.00319
21001  0.003172
22001  0.003226
23001  0.003504
24001  0.003529
25001  0.003711
26001  0.002817
27001  0.007421
28001  0.002884
29001  0.003008
30001  0.003117
31001  0.00315
32001  0.003299
33001  0.003308
34001  0.003376
35001  0.003509
36001  0.003645
37001  0.003693
38001  0.003714
39001  0.00385
40001  0.003883
41001  0.003966
42001  0.004397
43001  0.00442
44001  0.004388
45001  0.00446
46001  0.004636
47001  0.004722
48001  0.004951
49001  0.005506
50001  0.00542
51001  0.004923
52001  0.004698
53001  0.004806
54001  0.004925
55001  0.00512
56001  0.015551
57001  0.005423
58001  0.005376
59001  0.005478
60001  0.005617
61001  0.005711
62001  0.006296
63001  0.006353
64001  0.0063
65001  0.00623
66001  0.00638
67001  0.006669
68001  0.020917
69001  0.010546
70001  0.019053
71001  0.017465
72001  0.014729
73001  0.013936
74001  0.013005
75001  0.007888
76001  0.019329
77001  0.013236
78001  0.011604
79001  0.017311
80001  0.01183
81001  0.020712
82001  0.017561
83001  0.015343
84001  0.014219
85001  0.013787
86001  0.012914
87001  0.012567
88001  0.01245
89001  0.011941
90001  0.011653
91001  0.011602
92001  0.011194
93001  0.010817
94001  0.01098
95001  0.011101
96001  0.011269
97001  0.011315
98001  0.011542
99001  0.011695
