1 1e-06
1001 0.001902
2001 0.007605
3001 0.016682
4001 0.029023
5001 0.042795
6001 0.05675
7001 0.068358
8001 0.082379
9001 0.106819
10001 0.134037
11001 0.187902
12001 0.304284
13001 0.23585
14001 0.28286
15001 0.3245
16001 0.368338
17001 0.417742
18001 0.472552
19001 0.528818
20001 0.588487
21001 0.650712
22001 0.714897
23001 0.786317
24001 0.851989
25001 0.926289
26001 1.00894
27001 1.08975
28001 1.17787
29001 1.26247
30001 1.35281
31001 1.44997
32001 1.54578
33001 1.6468
34001 1.75208
35001 1.86323
36001 1.96638
37001 2.08046
38001 2.19258
39001 2.31182
40001 2.4357
41001 2.56061
42001 2.69525
43001 2.81753
44001 2.96224
45001 3.10666
46001 3.2465
47001 3.3783
48001 3.52942
49001 3.69217
50001 3.83527
51001 3.99783
52001 4.15346
53001 4.32886
54001 4.47798
55001 4.66938
56001 4.84916
57001 5.01221
58001 5.21341
59001 5.3802
60001 5.57155
61001 5.76978
62001 5.95615
63001 6.17375
64001 6.34766
65001 6.57471
66001 6.77257
67001 6.9551
68001 7.18385
69001 7.37488
70001 7.59097
71001 7.83258
72001 8.08192
73001 8.2946
74001 8.50727
75001 8.76715
76001 9.0456
77001 9.25358
78001 9.48694
79001 9.71029
80001 9.98152
81001 10.2506
82001 10.4505
83001 10.7632
84001 11.0328
85001 11.2559
86001 11.5481
87001 11.9373
88001 12.0786
89001 12.3815
90001 12.6423
91001 12.9042
92001 13.2272
93001 13.5389
94001 13.7985
95001 14.1058
96001 14.5137
97001 14.8301
98001 14.9986
99001 15.302
1 1e-06
1001 0.001789
2001 0.007065
3001 0.015734
4001 0.028448
5001 0.04274
6001 0.055133
7001 0.067347
8001 0.082298
9001 0.108541
10001 0.139568
11001 0.172755
12001 0.202657
13001 0.237244
14001 0.283406
