1 0
1001 0.000463
2001 0.001829
3001 0.00416
4001 0.007663
5001 0.012371
6001 0.017895
7001 0.022906
8001 0.072946
9001 0.065528
10001 0.061986
11001 0.061697
12001 0.065472
13001 0.076361
14001 0.086499
15001 0.10271
16001 0.117259
17001 0.127098
18001 0.14476
19001 0.263473
20001 0.173885
21001 0.190617
22001 0.208725
23001 0.227856
24001 0.248472
25001 0.270324
26001 0.290467
27001 0.313399
28001 0.332146
29001 0.356303
30001 0.381696
31001 0.408894
32001 0.433639
33001 0.462254
34001 0.489854
35001 0.517298
36001 0.549161
37001 0.577912
38001 0.609188
39001 0.643707
40001 0.675292
41001 0.712498
42001 0.738341
43001 0.778292
44001 0.81625
45001 0.846156
46001 0.889552
47001 0.928206
48001 0.968188
49001 1.00912
50001 1.04979
51001 1.09326
52001 1.1324
53001 1.18131
54001 1.22699
55001 1.26772
56001 1.31638
57001 1.36588
58001 1.4044
59001 1.46003
60001 1.51052
61001 1.55173
62001 1.61224
63001 1.66546
64001 1.70849
65001 1.7649
66001 1.82358
67001 1.87999
68001 1.93082
69001 1.99146
70001 2.0455
71001 2.2208
72001 2.16914
73001 2.22286
74001 2.28855
75001 2.34912
76001 2.40873
77001 2.47513
78001 2.53987
79001 2.60773
80001 2.68757
81001 2.74132
82001 2.82098
83001 2.87261
84001 2.94456
85001 3.02199
86001 3.09157
87001 3.16612
88001 3.22831
89001 3.40181
90001 3.5008
91001 3.55803
92001 3.65207
93001 3.71001
94001 3.80537
95001 3.88056
96001 3.96509
97001 4.02233
98001 4.1417
99001 4.20137
