1 1e-06
1001 7.8e-05
2001 0.000167
3001 0.00026
4001 0.000361
5001 0.000461
6001 0.00056
7001 0.000669
8001 0.000772
9001 0.000868
10001 0.000968
11001 0.001092
12001 0.001171
13001 0.001323
14001 0.001408
15001 0.001556
16001 0.00161
17001 0.001758
18001 0.001896
19001 0.001976
20001 0.002092
21001 0.002188
22001 0.002314
23001 0.002469
24001 0.002562
25001 0.002677
26001 0.002771
27001 0.002853
28001 0.003052
29001 0.00311
30001 0.003334
31001 0.003372
32001 0.00344
33001 0.003566
34001 0.003877
35001 0.003827
36001 0.00378
37001 0.003912
38001 0.009437
39001 0.004148
40001 0.004229
41001 0.004361
42001 0.004381
43001 0.004475
44001 0.004676
45001 0.004736
46001 0.004886
47001 0.004965
48001 0.005059
49001 0.005228
50001 0.005405
51001 0.005259
52001 0.00533
53001 0.005526
54001 0.005465
55001 0.005633
56001 0.005866
57001 0.005962
58001 0.00592
59001 0.006158
60001 0.006269
61001 0.006287
62001 0.006436
63001 0.01553
64001 0.013326
65001 0.011367
66001 0.010007
67001 0.007053
68001 0.007536
69001 0.006924
70001 0.005539
71001 0.005351
72001 0.005451
73001 0.005402
74001 0.00545
75001 0.005494
76001 0.005478
77001 0.005662
78001 0.005711
79001 0.005764
80001 0.005836
81001 0.005925
82001 0.005994
83001 0.006061
84001 0.006093
85001 0.006227
86001 0.006229
87001 0.006421
88001 0.006445
89001 0.006689
90001 0.00658
91001 0.006651
92001 0.006923
93001 0.006892
94001 0.006909
95001 0.00701
96001 0.007196
97001 0.007186
98001 0.007203
99001 0.007395
