1 1.1e-08
1001 0.000115628
2001 0.000153506
3001 0.000228604
4001 0.000297009
5001 0.000404071
6001 0.00050614
7001 0.000493818
8001 0.000594687
9001 0.000760976
10001  0.00313
11001  0.003682
12001  0.00369
13001  0.003284
14001  0.003384
15001  0.004257
16001  0.001807
17001  0.003717
18001  0.00395
19001  0.003935
20001  0.007108
21001  0.007352
22001  0.006358
23001  0.008348
24001  0.006394
25001  0.006375
26001  0.005409
27001  0.005974
28001  0.004839
29001  0.004882
30001  0.004921
31001  0.004824
32001  0.004985
33001  0.005531
34001  0.004905
35001  0.005072
36001  0.005011
37001  0.005001
38001  0.005134
39001  0.005815
40001  0.005303
41001  0.005176
42001  0.005374
43001  0.005542
44001  0.0057
45001  0.0063
46001  0.005893
47001  0.00588
48001  0.005936
49001  0.005979
50001  0.006256
51001  0.015985
52001  0.01079
53001  0.010117
54001  0.009737
55001  0.00925
56001  0.008526
57001  0.01558
58001  0.015146
59001  0.009869
60001  0.010761
61001  0.010168
62001  0.016246
63001  0.012163
64001  0.009267
65001  0.010223
66001  0.008984
67001  0.015248
68001  0.017249
69001  0.020251
70001  0.01563
71001  0.014902
72001  0.018379
73001  0.012852
74001  0.012326
75001  0.011738
76001  0.01134
77001  0.010368
78001  0.010528
79001  0.010556
80001  0.010457
81001  0.010068
82001  0.009776
83001  0.009546
84001  0.009332
85001  0.009907
86001  0.010063
87001  0.010295
88001  0.010259
89001  0.010177
90001  0.010367
91001  0.010528
92001  0.010494
93001  0.010837
94001  0.011317
95001  0.011389
96001  0.01117
97001  0.011815
98001  0.011579
99001  0.011646
