1 1e-06
1001 6e-05
2001 0.000132
3001 0.000208
4001 0.000302
5001 0.000388
6001 0.000474
7001 0.000565
8001 0.000696
9001 0.000766
10001 0.000862
11001 0.000952
12001 0.001062
13001 0.001208
14001 0.001323
15001 0.0014
16001 0.001524
17001 0.00163
18001 0.001734
19001 0.001829
20001 0.001941
21001 0.00202
22001 0.00216
23001 0.002256
24001 0.002373
25001 0.002479
26001 0.002614
27001 0.0027
28001 0.002826
29001 0.002892
30001 0.003032
31001 0.003152
32001 0.003275
33001 0.003366
34001 0.003453
35001 0.003581
36001 0.003687
37001 0.00383
38001 0.00395
39001 0.004059
40001 0.004183
41001 0.00427
42001 0.004454
43001 0.004478
44001 0.004621
45001 0.004774
46001 0.004895
47001 0.005022
48001 0.005134
49001 0.005264
50001 0.005338
51001 0.005453
52001 0.005557
53001 0.005645
54001 0.00581
55001 0.005952
56001 0.005981
57001 0.006176
58001 0.006273
59001 0.006421
60001 0.006533
61001 0.006671
62001 0.006757
63001 0.006873
64001 0.00713
65001 0.007125
66001 0.023641
67001 0.014492
68001 0.01529
69001 0.01385
70001 0.013075
71001 0.012343
72001 0.011936
73001 0.011443
74001 0.01025
75001 0.007847
76001 0.008203
77001 0.008232
78001 0.007894
79001 0.00799
80001 0.008522
81001 0.008499
82001 0.008614
83001 0.008763
84001 0.00885
85001 0.008971
86001 0.008765
87001 0.008868
88001 0.008919
89001 0.009119
90001 0.009172
91001 0.009268
92001 0.009421
93001 0.009505
94001 0.009632
95001 0.009734
96001 0.00988
97001 0.009981
98001 0.010073
99001 0.010257
